,inside_18,first_touch,Open Play,Open Play - Counter Attack,Open Play - Unassisted,Set Piece - Corner,Set Piece - Direct Free Kick,Set Piece - Free Kick,Set Piece - Goal Kick,Set Piece - Penalty,Set Piece - Throw In,time,shot_distance,shot_angle
137,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4386632685610867,0.4931858971960618,-1.2061593686030556
138,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6530424910086374,1.2601983206099363,-0.5404914037655374
139,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2053471416253712,0.23480584096160043,-0.9590039611888597
140,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813645644818357,1.8627345630162204,-0.07449433489390324
141,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813645644818357,0.18551672658362814,-1.3822354762716416
142,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7765886967302699,-0.6994884278552274,-0.5755886513577685
143,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528243052976859,0.6667778205208885,-1.1194485216104857
144,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7765886967302699,-1.1865410323903598,0.382064818658812
145,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528243052976859,-0.18884337034773785,0.11485384119191276
146,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8669853420342851,-0.011407022126629831,1.9511182404291247
147,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-1.425863633501413,0.2469846556567809
148,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,0.1247079912485178,-0.20043151743073087
149,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22384767469163314,-0.766692389168986,-0.1724127063276899
150,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7765886967302699,-1.0008632915235909,-1.4798589128517117
151,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5626458457046222,-0.05836611162685741,1.4966236308524234
152,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.20491077020346815,-1.2068901307444215,-0.24231226665843475
